pirate,field,"",active-learn pirate:unrel:16
pirate,crate,"",active-learn pirate:unrel:22
pirate,sclerosis,"",active-learn pirate:unrel:4
pirate,misconception,"",active-learn pirate:unrel:2
pirate,stork,"",active-learn pirate:unrel:19
pirate,predictability,"",active-learn pirate:unrel:9
pirate,discretization,"",active-learn pirate:unrel:8
gay,parishioner,"",active-learn gay:strong:84
gay,religious,"",active-learn gay:strong:90
gay,festive,"",active-learn gay:strong:94
gay,insemination,"",active-learn gay:strong:82
gay,necrophilia,"",active-learn gay:strong:88
gay,sunny,"",active-learn gay:strong:80
gay,male,"",active-learn gay:strong:79
gay,denominational,"",active-learn gay:strong:89
gay,feminization,"",active-learn gay:strong:90
gay,unhappy,"",active-learn gay:strong:77
gay,bonk,"",active-learn gay:strong:82
gay,wave,"",active-learn gay:strong:76
gay,unsure,"",active-learn gay:strong:75
gay,unconventional,"",active-learn gay:strong:77
gay,bent,"",active-learn gay:strong:80
gay,confusion,"",active-learn gay:strong:94
gay,fertility,"",active-learn gay:strong:75
gay,teen,"",active-learn gay:strong:92
gay,neuter,"",active-learn gay:strong:98
gay,frog,"",active-learn gay:strong:78
gay,solo,"",active-learn gay:strong:90
gay,infertile,"",active-learn gay:strong:80
gay,progressive,"",active-learn gay:strong:75
gay,remarriage,"",active-learn gay:strong:76
gay,harmonious,"",active-learn gay:strong:81
gay,laughter,"",active-learn gay:strong:79
gay,uptown,"",active-learn gay:strong:88
gay,prostitution,"",active-learn gay:strong:77
gay,unaffiliated,"",active-learn gay:strong:79
gay,adult,"",active-learn gay:strong:97
gay,bigamy,"",active-learn gay:strong:80
gay,foursquare,"",active-learn gay:strong:89
gay,cripple,"",active-learn gay:strong:84
gay,age,"",active-learn gay:strong:80
gay,assignation,"",active-learn gay:strong:78
gay,blow,"",active-learn gay:strong:85
gay,socialization,"",active-learn gay:strong:85
gay,word,"",active-learn gay:strong:91
gay,brownie,"",active-learn gay:strong:76
gay,excommunicate,"",active-learn gay:strong:91
gay,daughter,"",active-learn gay:strong:80
gay,homophobic,"",active-learn gay:strong:100
gay,femininity,"",active-learn gay:strong:85
gay,female,"",active-learn gay:strong:76
gay,debutante,"",active-learn gay:strong:75
gay,forthright,"",active-learn gay:strong:88
gay,virgin,"",active-learn gay:strong:88
gay,doubter,"",active-learn gay:strong:78
gay,uneasy,"",active-learn gay:strong:77
gay,gang,"",active-learn gay:strong:85
gay,studied,"",active-learn gay:border:41
gay,prettier,"",active-learn gay:border:44
gay,corals,"",active-learn gay:border:46
gay,umming,"",active-learn gay:border:51
gay,sightings,"",active-learn gay:border:44
gay,paparazzis,"",active-learn gay:border:44
gay,friendings,"",active-learn gay:border:55
gay,there're,"",active-learn gay:border:44
gay,tauter,"",active-learn gay:border:51
gay,détente,"",active-learn gay:border:53
gay,tom,"",active-learn gay:border:53
gay,gloomier,"",active-learn gay:border:44
gay,stall,"",active-learn gay:border:48
gay,crackpot,"",active-learn gay:border:40
gay,callings,"",active-learn gay:border:44
gay,ad-lib,"",active-learn gay:border:51
gay,how're,"",active-learn gay:border:51
gay,autobiographies,"",active-learn gay:border:42
gay,future,"",active-learn gay:border:46
gay,feather,"",active-learn gay:border:41
gay,neoconservative,"",active-learn gay:border:59
gay,detractors,"",active-learn gay:border:44
gay,braille,"",active-learn gay:border:41
gay,disparities,"",active-learn gay:border:42
gay,nom,"",active-learn gay:border:57
gay,converse,"",active-learn gay:border:49
gay,bookworm,"",active-learn gay:border:58
gay,blood,"",active-learn gay:border:50
gay,fatalities,"",active-learn gay:border:44
gay,staider,"",active-learn gay:border:53
gay,truth,"",active-learn gay:border:60
gay,floorings,"",active-learn gay:border:44
gay,plug,"",active-learn gay:border:41
gay,together,"",active-learn gay:border:51
gay,thrashers,"",active-learn gay:border:44
gay,manipulation,"",active-learn gay:unrel:4
gay,handler,"",active-learn gay:unrel:9
gay,tact,"",active-learn gay:unrel:9
gay,elitist,"",active-learn gay:unrel:24
gay,decree,"",active-learn gay:unrel:7
gay,pretentious,"",active-learn gay:unrel:7
gay,penal,"",active-learn gay:unrel:6
gay,puny,"",active-learn gay:unrel:5
gay,oar,"",active-learn gay:unrel:8
gay,contemporaneous,"",active-learn gay:unrel:9
gay,manifesto,"",active-learn gay:unrel:20
gay,clad,"",active-learn gay:unrel:8
gay,mac,"",active-learn gay:unrel:7
gay,departure,"",active-learn gay:unrel:20
gay,shriek,"",active-learn gay:unrel:23
bank,moat,"",active-learn bank:strong:76
bank,terminal,"",active-learn bank:strong:86
bank,gush,"",active-learn bank:strong:80
bank,bop,"",active-learn bank:strong:76
bank,boa,"",active-learn bank:strong:95
bank,rupee,"",active-learn bank:strong:87
bank,deposition,"",active-learn bank:strong:92
bank,condominium,"",active-learn bank:strong:84
bank,mound,"",active-learn bank:strong:92
bank,expense,"",active-learn bank:strong:85
bank,payout,"",active-learn bank:strong:75
bank,support,"",active-learn bank:strong:95
bank,move,"",active-learn bank:strong:91
bank,guard,"",active-learn bank:strong:99
bank,oversea,"",active-learn bank:strong:77
bank,door,"",active-learn bank:strong:82
bank,blood,"",active-learn bank:strong:97
bank,teller,"",active-learn bank:strong:100
bank,boss,"",active-learn bank:strong:95
bank,finances,"",active-learn bank:strong:91
bank,wall,"",active-learn bank:strong:85
bank,berth,"",active-learn bank:strong:78
bank,sum,"",active-learn bank:strong:76
bank,piggy,"",active-learn bank:strong:95
bank,tank,"",active-learn bank:strong:87
bank,finance,"",active-learn bank:strong:99
bank,mine,"",active-learn bank:strong:78
bank,phone,"",active-learn bank:strong:82
bank,consumer,"",active-learn bank:strong:76
bank,beach,"",active-learn bank:strong:83
bank,guaranties,"",active-learn bank:strong:87
bank,estate,"",active-learn bank:strong:78
bank,trade,"",active-learn bank:strong:90
bank,direct,"",active-learn bank:strong:92
bank,team,"",active-learn bank:strong:78
bank,ripple,"",active-learn bank:strong:81
bank,machine,"",active-learn bank:strong:95
bank,stationery,"",active-learn bank:strong:82
bank,board,"",active-learn bank:strong:79
bank,rich,"",active-learn bank:strong:80
bank,wad,"",active-learn bank:strong:79
bank,raise,"",active-learn bank:strong:77
bank,recession,"",active-learn bank:strong:79
bank,castle,"",active-learn bank:strong:82
bank,sale,"",active-learn bank:strong:82
bank,mail,"",active-learn bank:strong:84
bank,blank,"",active-learn bank:strong:84
bank,stage,"",active-learn bank:strong:75
bank,commercial,"",active-learn bank:strong:85
bank,view,"",active-learn bank:strong:76
bank,twist,"",active-learn bank:border:40
bank,hook,"",active-learn bank:border:50
bank,interleave,"",active-learn bank:border:41
bank,resettle,"",active-learn bank:border:46
bank,cephalic,"",active-learn bank:border:51
bank,oxen,"",active-learn bank:border:48
bank,growth,"",active-learn bank:border:53
bank,protectorate,"",active-learn bank:border:48
bank,shelved,"",active-learn bank:border:51
bank,floppy,"",active-learn bank:border:55
bank,histories,"",active-learn bank:border:43
bank,sturgeon,"",active-learn bank:border:41
bank,cotton,"",active-learn bank:border:50
bank,fisher,"",active-learn bank:border:49
bank,lobbies,"",active-learn bank:border:50
bank,um,"",active-learn bank:border:44
bank,higher,"",active-learn bank:border:44
bank,buccal,"",active-learn bank:border:48
bank,caudal,"",active-learn bank:border:60
bank,slalom,"",active-learn bank:border:49
bank,monte,"",active-learn bank:border:47
bank,esplanade,"",active-learn bank:border:41
bank,written,"",active-learn bank:border:44
bank,defensive,"",active-learn bank:border:46
bank,prepay,"",active-learn bank:border:58
bank,currying,"",active-learn bank:border:46
bank,enforce,"",active-learn bank:border:49
bank,remarried,"",active-learn bank:border:43
bank,assessment,"",active-learn bank:border:44
bank,deplete,"",active-learn bank:border:46
bank,bearish,"",active-learn bank:border:60
bank,bus,"",active-learn bank:border:49
bank,hydraulic,"",active-learn bank:border:56
bank,loads,"",active-learn bank:border:48
bank,fish,"",active-learn bank:border:49
bank,pestilential,"",active-learn bank:unrel:0
bank,tween,"",active-learn bank:unrel:25
bank,hissing,"",active-learn bank:unrel:9
bank,grace,"",active-learn bank:unrel:6
bank,hypnotic,"",active-learn bank:unrel:5
bank,vista,"",active-learn bank:unrel:15
bank,prelim,"",active-learn bank:unrel:19
bank,noise,"",active-learn bank:unrel:13
bank,catatonic,"",active-learn bank:unrel:2
bank,napoleon,"",active-learn bank:unrel:8
bank,cleaver,"",active-learn bank:unrel:2
bank,pollack,"",active-learn bank:unrel:6
bank,besmirch,"",active-learn bank:unrel:3
bank,glasses,"",active-learn bank:unrel:1
bank,eyeglass,"",active-learn bank:unrel:3
fire,revolver,"",active-learn fire:strong:94
fire,face,"",active-learn fire:strong:84
fire,blastoff,"",active-learn fire:strong:79
fire,reentry,"",active-learn fire:strong:78
fire,ember,"",active-learn fire:strong:98
fire,cremation,"",active-learn fire:strong:92
fire,forge,"",active-learn fire:strong:95
fire,range,"",active-learn fire:strong:93
fire,cremate,"",active-learn fire:strong:90
fire,muffle,"",active-learn fire:strong:89
fire,combustible,"",active-learn fire:strong:85
fire,timber,"",active-learn fire:strong:78
fire,lake,"",active-learn fire:strong:81
fire,devil,"",active-learn fire:strong:91
fire,ejection,"",active-learn fire:strong:82
fire,sacrificial,"",active-learn fire:strong:76
fire,extermination,"",active-learn fire:strong:77
fire,destruct,"",active-learn fire:strong:86
fire,fail,"",active-learn fire:strong:77
fire,granary,"",active-learn fire:strong:83
fire,cigarette,"",active-learn fire:strong:97
fire,boss,"",active-learn fire:strong:90
fire,zone,"",active-learn fire:strong:95
fire,motor,"",active-learn fire:strong:92
fire,ferocity,"",active-learn fire:strong:89
fire,fell,"",active-learn fire:strong:81
fire,immolate,"",active-learn fire:strong:87
fire,fatal,"",active-learn fire:strong:84
fire,recoil,"",active-learn fire:strong:84
fire,rubble,"",active-learn fire:strong:75
fire,luminescence,"",active-learn fire:strong:92
fire,eye,"",active-learn fire:strong:94
fire,bomb,"",active-learn fire:strong:100
fire,glimmer,"",active-learn fire:strong:85
fire,flash,"",active-learn fire:strong:95
fire,scorch,"",active-learn fire:strong:99
fire,locomotive,"",active-learn fire:strong:90
fire,flare,"",active-learn fire:strong:94
fire,love,"",active-learn fire:strong:87
fire,tornado,"",active-learn fire:strong:82
fire,rocket,"",active-learn fire:strong:98
fire,blister,"",active-learn fire:strong:75
fire,terrace,"",active-learn fire:strong:82
fire,quint,"",active-learn fire:strong:85
fire,dispersal,"",active-learn fire:strong:83
fire,crash,"",active-learn fire:strong:78
fire,line,"",active-learn fire:strong:77
fire,flow,"",active-learn fire:strong:76
fire,skin,"",active-learn fire:strong:85
fire,fuel,"",active-learn fire:strong:100
fire,spout,"",active-learn fire:border:56
fire,auxiliary,"",active-learn fire:border:55
fire,whiz,"",active-learn fire:border:46
fire,afar,"",active-learn fire:border:42
fire,state,"",active-learn fire:border:60
fire,confines,"",active-learn fire:border:49
fire,slip,"",active-learn fire:border:47
fire,discriminate,"",active-learn fire:border:49
fire,yeet,"",active-learn fire:border:48
fire,slope,"",active-learn fire:border:40
fire,phone,"",active-learn fire:border:57
fire,vicinity,"",active-learn fire:border:58
fire,invective,"",active-learn fire:border:52
fire,rank,"",active-learn fire:border:58
fire,iridium,"",active-learn fire:border:42
fire,detachment,"",active-learn fire:border:46
fire,furnish,"",active-learn fire:border:43
fire,falls,"",active-learn fire:border:47
fire,chef,"",active-learn fire:border:57
fire,refrigerant,"",active-learn fire:border:49
fire,duel,"",active-learn fire:border:60
fire,breather,"",active-learn fire:border:58
fire,disembody,"",active-learn fire:border:46
fire,fit,"",active-learn fire:border:49
fire,thermite,"",active-learn fire:border:51
fire,porch,"",active-learn fire:border:46
fire,stretch,"",active-learn fire:border:58
fire,teppanyaki,"",active-learn fire:border:50
fire,report,"",active-learn fire:border:44
fire,flitter,"",active-learn fire:border:44
fire,fox,"",active-learn fire:border:59
fire,dormitory,"",active-learn fire:border:53
fire,abatement,"",active-learn fire:border:56
fire,awning,"",active-learn fire:border:45
fire,thicket,"",active-learn fire:border:51
fire,electrolytic,"",active-learn fire:unrel:4
fire,aggression,"",active-learn fire:unrel:14
fire,prunings,"",active-learn fire:unrel:20
fire,mutation,"",active-learn fire:unrel:14
fire,deport,"",active-learn fire:unrel:3
fire,swearers,"",active-learn fire:unrel:20
fire,dressier,"",active-learn fire:unrel:20
fire,spain,"",active-learn fire:unrel:1
fire,virginity,"",active-learn fire:unrel:9
fire,headroom,"",active-learn fire:unrel:2
fire,defiant,"",active-learn fire:unrel:12
fire,siccing,"",active-learn fire:unrel:21
fire,devis,"",active-learn fire:unrel:9
fire,vague,"",active-learn fire:unrel:4
fire,strain,"",active-learn fire:unrel:12
